priority_phase,nav_title,assigned_writer,Column 4,work_type,proposed_section,current_path,proposed_path,annotation,redirect_needed,pr_branch,notes
4 - Messaging,Email sign-up with offer,,Not started,move + redirect,Messaging > Templates > In-app message templates > Braze templates > Email sign-up with offer,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/templates/email_offer.md,_docs/_user_guide/messaging/templates/in_app_message_templates/braze_templates/email_sign_up_with_offer.md,,yes,,
4 - Messaging,Email sign-up with confirmation,,Not started,move + redirect,Messaging > Templates > In-app message templates > Braze templates > Email sign-up with confirmation,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/templates/email_confirmation_page.md,_docs/_user_guide/messaging/templates/in_app_message_templates/braze_templates/email_sign_up_with_confirmation.md,,yes,,
4 - Messaging,Product announcement,,Not started,move + redirect,Messaging > Templates > In-app message templates > Braze templates > Product announcement,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/templates/product_announcement.md,_docs/_user_guide/messaging/templates/in_app_message_templates/braze_templates/product_announcement.md,,yes,,
4 - Messaging,Seasonal promption with image,,Not started,move + redirect,Messaging > Templates > In-app message templates > Braze templates > Seasonal promption with image,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/templates/seasonal_promo.md,_docs/_user_guide/messaging/templates/in_app_message_templates/braze_templates/seasonal_promption_with_image.md,,yes,,
4 - Messaging,Managing templates,,Not started,move + redirect,Messaging > Templates > Managing templates,_docs/_user_guide/engagement_tools/templates_and_media/managing_templates.md,_docs/_user_guide/messaging/templates/managing_templates.md,,yes,,
4 - Messaging,Content Block library,,Not started,move + redirect,Messaging > Templates > Content Block library,_docs/_user_guide/engagement_tools/templates_and_media/content_blocks.md,_docs/_user_guide/messaging/templates/content_block_library.md,,yes,,
4 - Messaging,Personalize,,Not started,create,Messaging > Personalize,,_docs/_user_guide/messaging/personalize.md,(auto-detected: new section landing page),no,,
4 - Messaging,Dashboard tools,,Not started,create,Messaging > Personalize > Dashboard tools,,_docs/_user_guide/messaging/personalize/dashboard_tools.md,"new article would explain the “Add personalization” modal/page in various editor views and “Liquid updates”. From: ""Insertting pre-formatted variables"" and ""Liquid updates""",no,,
4 - Messaging,Preview personalization,,Not started,create,Messaging > Personalize > Preview personalization,,_docs/_user_guide/messaging/personalize/preview_personalization.md,"new article would pull from sending test messages to explain how to preview personalization in a message. Could also cross-link to ""Preview user paths in Canvas""",no,,
4 - Messaging,Sources,,Not started,create,Messaging > Personalize > Sources,,_docs/_user_guide/messaging/personalize/sources.md,new landing page,no,,
4 - Messaging,User profile fields,,Not started,create,Messaging > Personalize > Sources > User profile fields,,_docs/_user_guide/messaging/personalize/sources/user_profile_fields.md,new article,no,,
4 - Messaging,REST API,,Not started,move + redirect,Messaging > Personalize > Sources > REST API,_docs/_user_guide/personalization_and_dynamic_content/connected_content/making_an_api_call.md,_docs/_user_guide/messaging/personalize/sources/rest_api.md,"currently ""Connected Content""",yes,,
4 - Messaging,Catalog,,Not started,move + redirect,Messaging > Personalize > Sources > Catalog,_docs/_user_guide/data/activation/catalogs.md,_docs/_user_guide/messaging/personalize/sources/catalog.md,"currently ""Using catalogs in a message""",yes,,
4 - Messaging,Promotion codes,,Not started,move + redirect,Messaging > Personalize > Sources > Promotion codes,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes.md,_docs/_user_guide/messaging/personalize/sources/promotion_codes.md,,yes,,
4 - Messaging,Canvas entry properties,,Not started,rename + redirect,Messaging > Personalize > Sources > Canvas entry properties,_docs/_user_guide/personalization_and_dynamic_content/canvas_persistent_entry_properties.md,_docs/_user_guide/messaging/personalize/sources/canvas_entry_properties.md,will be eventually renamed to “Context and event properties” w/ Context GA,yes,,
4 - Messaging,Context variables,,Not started,move + redirect,Messaging > Personalize > Sources > Context variables,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/context_variables.md,_docs/_user_guide/messaging/personalize/sources/context_variables.md,,yes,,
4 - Messaging,Key-value pairs,,Not started,move + redirect,Messaging > Personalize > Sources > Key-value pairs,_docs/_user_guide/personalization_and_dynamic_content/key_value_pairs.md,_docs/_user_guide/messaging/personalize/sources/key_value_pairs.md,,yes,,
4 - Messaging,Actions and media URLs,,Not started,create,Messaging > Personalize > Actions and media URLs,,_docs/_user_guide/messaging/personalize/actions_and_media_urls.md,"new article would be an explainer on personalizing action (button/link) and media (image/video) URLs using Liquid). Existing content to draw from: ""Deep linking to in-app content"" and ""Liquid personalization in URLs""",no,,
4 - Messaging,Liquid reference,,Not started,create,Messaging > Personalize > Liquid reference,,_docs/_user_guide/messaging/personalize/liquid_reference.md,new landing page,no,,
4 - Messaging,Connected content reference,,Not started,create,Messaging > Personalize > Connected content reference,,_docs/_user_guide/messaging/personalize/connected_content_reference.md,new landing page,no,,
5 - Channels,Channels,,Not started,create,Channels,,_docs/_user_guide/channels.md,"landing page provides context on the different channel types and how they are delivered. Two tile sections for ""In-product"" and ""Out-of-product""",no,,
5 - Channels,Banners,,Not started,move + redirect,Channels > Banners,_docs/_user_guide/message_building_by_channel/banners.md,_docs/_user_guide/channels/banners.md,landing page is an overview of the channel,yes,,
5 - Channels,Create a Banner,,Not started,move + redirect,Channels > Banners > Create a Banner,_docs/_user_guide/message_building_by_channel/banners/create.md,_docs/_user_guide/channels/banners/create_a_banner.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > Banners > Reporting,_docs/_user_guide/message_building_by_channel/content_cards/reporting.md,_docs/_user_guide/channels/banners/reporting.md,,yes,,
5 - Channels,FAQ,,Not started,move + redirect,Channels > Banners > FAQ,_docs/_user_guide/message_building_by_channel/banners/faq.md,_docs/_user_guide/channels/banners/faq.md,,yes,,
5 - Channels,Content Cards,,Not started,move + redirect,Channels > Content Cards,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_by_channel/content-cards_in_canvas.md,_docs/_user_guide/channels/content_cards.md,landing page is an overview of the channel,yes,,
5 - Channels,Create a Content Card,,Not started,move + redirect,Channels > Content Cards > Create a Content Card,_docs/_user_guide/message_building_by_channel/content_cards/create.md,_docs/_user_guide/channels/content_cards/create_a_content_card.md,,yes,,
5 - Channels,Creative details,,Not started,move + redirect,Channels > Content Cards > Creative details,_docs/_user_guide/message_building_by_channel/content_cards/creative_details.md,_docs/_user_guide/channels/content_cards/creative_details.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > Content Cards > Reporting,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics/email_reporting.md,_docs/_user_guide/channels/content_cards/reporting.md,,yes,,
5 - Channels,Best practices,,Not started,move + redirect,Channels > Content Cards > Best practices,_docs/_user_guide/message_building_by_channel/content_cards/best_practices.md,_docs/_user_guide/channels/content_cards/best_practices.md,,yes,,
5 - Channels,Email,,Not started,archive + redirect,Channels > Email,_docs/_user_guide/message_building_by_channel/email.md,_docs/_user_guide/channels/email.md,"landing page is an overview of the channel. Includes content from ""Email services"" (then remove article",yes,,
5 - Channels,Email setup,,Not started,move + redirect,Channels > Email > Email setup,_docs/_user_guide/message_building_by_channel/email/email_setup.md,_docs/_user_guide/channels/email/email_setup.md,,yes,,
5 - Channels,Create an email,,Not started,move + redirect,Channels > Email > Create an email,_docs/_user_guide/message_building_by_channel/email/drag_and_drop/overview.md,_docs/_user_guide/channels/email/create_an_email.md,,yes,,
5 - Channels,Customize,,Not started,move + redirect,Channels > Email > Customize,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize.md,_docs/_user_guide/channels/email/customize.md,,yes,,
5 - Channels,Email global style settings,,Not started,move + redirect,Channels > Email > Customize > Email global style settings,_docs/_user_guide/message_building_by_channel/email/drag_and_drop/dnd_email_style_settings.md,_docs/_user_guide/channels/email/customize/email_global_style_settings.md,,yes,,
5 - Channels,Custom email footer,,Not started,move + redirect,Channels > Email > Customize > Custom email footer,_docs/_user_guide/message_building_by_channel/email/custom_email_footer.md,_docs/_user_guide/channels/email/customize/custom_email_footer.md,,yes,,
5 - Channels,AMP for email,,Not started,move + redirect,Channels > Email > Customize > AMP for email,_docs/_user_guide/message_building_by_channel/email/amphtml.md,_docs/_user_guide/channels/email/customize/amp_for_email.md,,yes,,
5 - Channels,Universal links and app links,,Not started,move + redirect,Channels > Email > Customize > Universal links and app links,_docs/_user_guide/message_building_by_channel/email/universal_links.md,_docs/_user_guide/channels/email/customize/universal_links_and_app_links.md,,yes,,
5 - Channels,Templates,,Not started,move + redirect,Channels > Email > Templates,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/templates.md,_docs/_user_guide/channels/email/templates.md,,yes,,
5 - Channels,Subscriptions,,Not started,move + redirect,Channels > Email > Subscriptions,_docs/_user_guide/message_building_by_channel/email/managing_user_subscriptions.md,_docs/_user_guide/channels/email/subscriptions.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > Email > Reporting,_docs/_user_guide/message_building_by_channel/in-app_messages/reporting.md,_docs/_user_guide/channels/email/reporting.md,,yes,,
5 - Channels,Use cases,,Not started,move + redirect,Channels > Email > Use cases,_docs/_user_guide/engagement_tools/segments/segment_extension/sql_segments/use_cases.md,_docs/_user_guide/channels/email/use_cases.md,,yes,,
5 - Channels,Best practices,,Not started,move + redirect,Channels > Email > Best practices,_docs/_user_guide/message_building_by_channel/email/best_practices.md,_docs/_user_guide/channels/email/best_practices.md,,yes,,
5 - Channels,Email guidelines,,Not started,move + redirect,Channels > Email > Best practices > Email guidelines,_docs/_user_guide/message_building_by_channel/email/best_practices/guidelines_and_tips.md,_docs/_user_guide/channels/email/best_practices/email_guidelines.md,,yes,,
5 - Channels,Email styling,,Not started,move + redirect,Channels > Email > Best practices > Email styling,_docs/_user_guide/message_building_by_channel/email/best_practices/email_styling.md,_docs/_user_guide/channels/email/best_practices/email_styling.md,,yes,,
5 - Channels,Sunset policies,,Not started,move + redirect,Channels > Email > Best practices > Sunset policies,_docs/_user_guide/message_building_by_channel/email/best_practices/sunset_policies.md,_docs/_user_guide/channels/email/best_practices/sunset_policies.md,,yes,,
5 - Channels,Apple Mail,,Not started,move + redirect,Channels > Email > Best practices > Apple Mail,_docs/_user_guide/message_building_by_channel/email/apple_mail.md,_docs/_user_guide/channels/email/best_practices/apple_mail.md,,yes,,
5 - Channels,Know before you send,,Not started,move + redirect,Channels > Email > Best practices > Know before you send,_docs/_user_guide/message_building_by_channel/email/best_practices/know_before_send.md,_docs/_user_guide/channels/email/best_practices/know_before_you_send.md,,yes,,
5 - Channels,FAQ,,Not started,merge + redirect,Channels > Email > FAQ,_docs/_user_guide/message_building_by_channel/email/drag_and_drop/faq.md,_docs/_user_guide/channels/email/faq.md,"Fold ""Duplicate emails"" into FAQs. Remove ""Duplicate emails"" article.",yes,,
5 - Channels,Transactional email,,Not started,create,Channels > Transactional email,,_docs/_user_guide/channels/transactional_email.md,landing page is an overview of the channel,no,,
5 - Channels,Create a transactional email,,Not started,move + redirect,Channels > Transactional email > Create a transactional email,_docs/_user_guide/message_building_by_channel/email/transactional_message_api_campaign/tracking_transactional_emails.md,_docs/_user_guide/channels/transactional_email/create_a_transactional_email.md,,yes,,
5 - Channels,Tracking,,Not started,move + redirect,Channels > Transactional email > Tracking,_docs/_user_guide/analytics/tracking.md,_docs/_user_guide/channels/transactional_email/tracking.md,,yes,,
5 - Channels,In-app messages,,Not started,move + redirect,Channels > In-app messages,_docs/_user_guide/engagement_tools/canvas/create_a_canvas/canvas_by_channel/in-app_messages_in_canvas.md,_docs/_user_guide/channels/in_app_messages.md,landing page is an overview of the channel,yes,,
5 - Channels,Create an in-app message,,Not started,move + redirect,Channels > In-app messages > Create an in-app message,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/create.md,_docs/_user_guide/channels/in_app_messages/create_an_in_app_message.md,,yes,,
5 - Channels,Message types,,Not started,create,Channels > In-app messages > Message types,,_docs/_user_guide/channels/in_app_messages/message_types.md,"new landing page divides into two sections with tiles: ""Available in all editors"" = fullscreen and modal; ""Traditional editor only"" = remainder",no,,
5 - Channels,Fullscreen,,Not started,move + redirect,Channels > In-app messages > Message types > Fullscreen,_docs/_user_guide/message_building_by_channel/in-app_messages/creative_details/fullscreen.md,_docs/_user_guide/channels/in_app_messages/message_types/fullscreen.md,,yes,,
5 - Channels,Modal,,Not started,move + redirect,Channels > In-app messages > Message types > Modal,_docs/_user_guide/message_building_by_channel/in-app_messages/creative_details/modal.md,_docs/_user_guide/channels/in_app_messages/message_types/modal.md,,yes,,
5 - Channels,Slideup,,Not started,move + redirect,Channels > In-app messages > Message types > Slideup,_docs/_user_guide/message_building_by_channel/in-app_messages/creative_details/slideup.md,_docs/_user_guide/channels/in_app_messages/message_types/slideup.md,,yes,,
5 - Channels,Custom HTML,,Not started,move + redirect,Channels > In-app messages > Message types > Custom HTML,_docs/_user_guide/data/activation/custom_data.md,_docs/_user_guide/channels/in_app_messages/message_types/custom_html.md,,yes,,
5 - Channels,Email capture form,,Not started,move + redirect,Channels > In-app messages > Message types > Email capture form,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize/email_capture_form.md,_docs/_user_guide/channels/in_app_messages/message_types/email_capture_form.md,,yes,,
5 - Channels,Simple survey,,Not started,move + redirect,Channels > In-app messages > Message types > Simple survey,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/templates/simple_survey.md,_docs/_user_guide/channels/in_app_messages/message_types/simple_survey.md,,yes,,
5 - Channels,Customize,,Not started,move + redirect,Channels > In-app messages > Customize,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize.md,_docs/_user_guide/channels/in_app_messages/customize.md,,yes,,
5 - Channels,Style settings,,Not started,move + redirect,Channels > In-app messages > Customize > Style settings,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/style_settings.md,_docs/_user_guide/channels/in_app_messages/customize/style_settings.md,,yes,,
5 - Channels,Dark mode themes,,Not started,move + redirect,Channels > In-app messages > Customize > Dark mode themes,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/dark-mode.md,_docs/_user_guide/channels/in_app_messages/customize/dark_mode_themes.md,,yes,,
5 - Channels,Color profiles and CSS templates,,Not started,move + redirect,Channels > In-app messages > Customize > Color profiles and CSS templates,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize/color_profiles_and_css.md,_docs/_user_guide/channels/in_app_messages/customize/color_profiles_and_css_templates.md,,yes,,
5 - Channels,Video in custom HTML,,Not started,move + redirect,Channels > In-app messages > Customize > Video in custom HTML,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize/video.md,_docs/_user_guide/channels/in_app_messages/customize/video_in_custom_html.md,,yes,,
5 - Channels,Templates,,Not started,move + redirect,Channels > In-app messages > Templates,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/templates.md,_docs/_user_guide/channels/in_app_messages/templates.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > In-app messages > Reporting,_docs/_user_guide/message_building_by_channel/line/reporting.md,_docs/_user_guide/channels/in_app_messages/reporting.md,,yes,,
5 - Channels,Best practices,,Not started,move + redirect,Channels > In-app messages > Best practices,_docs/_user_guide/message_building_by_channel/in-app_messages/best_practices.md,_docs/_user_guide/channels/in_app_messages/best_practices.md,,yes,,
5 - Channels,FAQ,,Not started,move + redirect,Channels > In-app messages > FAQ,_docs/_user_guide/message_building_by_channel/in-app_messages/faq.md,_docs/_user_guide/channels/in_app_messages/faq.md,,yes,,
5 - Channels,LINE,,Not started,move + redirect,Channels > LINE,_docs/_user_guide/message_building_by_channel/line.md,_docs/_user_guide/channels/line.md,landing page is an overview of the channel,yes,,
5 - Channels,LINE setup,,Not started,move + redirect,Channels > LINE > LINE setup,_docs/_user_guide/message_building_by_channel/line/line_setup.md,_docs/_user_guide/channels/line/line_setup.md,,yes,,
5 - Channels,Create a LINE message,,Not started,move + redirect,Channels > LINE > Create a LINE message,_docs/_user_guide/message_building_by_channel/line/create.md,_docs/_user_guide/channels/line/create_a_line_message.md,,yes,,
5 - Channels,Message users,,Not started,create,Channels > LINE > Message users,,_docs/_user_guide/channels/line/message_users.md,Update existing page to pull child pages of LINE users to be child pages of Messaging users. Delete current config-only page.,no,,
5 - Channels,User management,,Not started,move + redirect,Channels > LINE > Message users > User management,_docs/_user_guide/message_building_by_channel/line/line_users/user_management.md,_docs/_user_guide/channels/line/message_users/user_management.md,,yes,,
5 - Channels,Subscription groups,,Not started,move + redirect,Channels > LINE > Message users > Subscription groups,_docs/_user_guide/message_building_by_channel/whatsapp/user_subscription.md,_docs/_user_guide/channels/line/message_users/subscription_groups.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > LINE > Reporting,_docs/_user_guide/message_building_by_channel/push/push_reporting.md,_docs/_user_guide/channels/line/reporting.md,,yes,,
5 - Channels,Live notifications,,Not started,create,Channels > Live notifications,,_docs/_user_guide/channels/live_notifications.md,new article would be a marketer-facing overview of iOS Live Activities,no,,
5 - Channels,Push,,Not started,move + redirect,Channels > Push,_docs/_user_guide/message_building_by_channel/push.md,_docs/_user_guide/channels/push.md,"landing page is an overview of the channel, ""Types of push notifications"" is turned into a table and included",yes,,
5 - Channels,Push setup,,Not started,create,Channels > Push > Push setup,,_docs/_user_guide/channels/push/push_setup.md,(auto-detected: new section landing page),no,,
5 - Channels,Push token lifecycle,,Not started,rewrite,Channels > Push > Push setup > Push token lifecycle,_docs/_user_guide/data/unification/user_data/user_profile_lifecycle.md,_docs/_user_guide/channels/push/push_setup/push_token_lifecycle.md,"updates ""Push registration"" to focus only on covering technical enablement: can Braze deliver to this device?  explains how they are re created, updated, and reassigned.",yes,,
5 - Channels,Push subscription states,,Not started,rewrite,Channels > Push > Push setup > Push subscription states,_docs/_user_guide/message_building_by_channel/push.md,_docs/_user_guide/channels/push/push_setup/push_subscription_states.md,"updates ""Push enablement and subscription"" to only cover use intent: should this user receive push notifications? explains how tokens interact with subscription state",yes,,
5 - Channels,Create a push message,,Not started,rewrite,Channels > Push > Create a push message,_docs/_user_guide/message_building_by_channel/push/creating_a_push_message.md,_docs/_user_guide/channels/push/create_a_push_message.md,update article,yes,,
5 - Channels,Message and image formats,,Not started,move + redirect,Channels > Push > Create a push message > Message and image formats,_docs/_user_guide/message_building_by_channel/push/best_practices/message_format.md,_docs/_user_guide/channels/push/create_a_push_message/message_and_image_formats.md,,yes,,
5 - Channels,Push action buttons,,Not started,move + redirect,Channels > Push > Create a push message > Push action buttons,_docs/_user_guide/message_building_by_channel/push/advanced_push_options/push_action_buttons.md,_docs/_user_guide/channels/push/create_a_push_message/push_action_buttons.md,,yes,,
5 - Channels,Push stories,,Not started,move + redirect,Channels > Push > Create a push message > Push stories,_docs/_user_guide/message_building_by_channel/push/advanced_push_options/push_stories.md,_docs/_user_guide/channels/push/create_a_push_message/push_stories.md,,yes,,
5 - Channels,Quick push messages,,Not started,move + redirect,Channels > Push > Create a push message > Quick push messages,_docs/_user_guide/message_building_by_channel/push/creating_a_push_message/quick_push.md,_docs/_user_guide/channels/push/create_a_push_message/quick_push_messages.md,,yes,,
5 - Channels,Platform-specific resources,,Not started,create,Channels > Push > Platform-specific resources,,_docs/_user_guide/channels/push/platform_specific_resources.md,(auto-detected: new section landing page),no,,
5 - Channels,iOS,,Not started,create,Channels > Push > Platform-specific resources > iOS,,_docs/_user_guide/channels/push/platform_specific_resources/ios.md,(auto-detected: new section landing page),no,,
5 - Channels,Notification options,,Not started,move + redirect,Channels > Push > Platform-specific resources > iOS > Notification options,_docs/_user_guide/message_building_by_channel/push/ios/notification_options.md,_docs/_user_guide/channels/push/platform_specific_resources/ios/notification_options.md,,yes,,
5 - Channels,Rich notifications,,Not started,move + redirect,Channels > Push > Platform-specific resources > iOS > Rich notifications,_docs/_user_guide/message_building_by_channel/push/ios/rich_notifications.md,_docs/_user_guide/channels/push/platform_specific_resources/ios/rich_notifications.md,,yes,,
5 - Channels,Custom app icon feature (iOS 10.3),,Not started,move + redirect,Channels > Push > Platform-specific resources > iOS > Custom app icon feature (iOS 10.3),_docs/_user_guide/message_building_by_channel/push/ios/customizable_app_icons.md,_docs/_user_guide/channels/push/platform_specific_resources/ios/custom_app_icon_feature_ios_103.md,,yes,,
5 - Channels,Utilizing badge count,,Not started,move + redirect,Channels > Push > Platform-specific resources > iOS > Utilizing badge count,_docs/_user_guide/message_building_by_channel/push/ios/utilizing_badge_count.md,_docs/_user_guide/channels/push/platform_specific_resources/ios/utilizing_badge_count.md,,yes,,
5 - Channels,Android,,Not started,create,Channels > Push > Platform-specific resources > Android,,_docs/_user_guide/channels/push/platform_specific_resources/android.md,(auto-detected: new section landing page),no,,
5 - Channels,Notification channels,,Not started,move + redirect,Channels > Push > Platform-specific resources > Android > Notification channels,_docs/_user_guide/message_building_by_channel/push/android/notification_channels.md,_docs/_user_guide/channels/push/platform_specific_resources/android/notification_channels.md,,yes,,
5 - Channels,Notification options,,Not started,move + redirect,Channels > Push > Platform-specific resources > Android > Notification options,_docs/_user_guide/message_building_by_channel/push/android/notification_options.md,_docs/_user_guide/channels/push/platform_specific_resources/android/notification_options.md,,yes,,
5 - Channels,Rich notifications,,Not started,move + redirect,Channels > Push > Platform-specific resources > Android > Rich notifications,_docs/_user_guide/message_building_by_channel/push/android/rich_notifications.md,_docs/_user_guide/channels/push/platform_specific_resources/android/rich_notifications.md,,yes,,
5 - Channels,Advanced campaign settings,,Not started,move + redirect,Channels > Push > Platform-specific resources > Android > Advanced campaign settings,_docs/_user_guide/message_building_by_channel/push/android/advanced_campaign_settings.md,_docs/_user_guide/channels/push/platform_specific_resources/android/advanced_campaign_settings.md,,yes,,
5 - Channels,Push Max,,Not started,move + redirect,Channels > Push > Platform-specific resources > Android > Push Max,_docs/_user_guide/message_building_by_channel/push/android/push_max.md,_docs/_user_guide/channels/push/platform_specific_resources/android/push_max.md,,yes,,
5 - Channels,Web,,Not started,move + redirect,Channels > Push > Platform-specific resources > Web,_docs/_user_guide/message_building_by_channel/push/web.md,_docs/_user_guide/channels/push/platform_specific_resources/web.md,"current ""Web push"" article",yes,,
5 - Channels,Best practices,,Not started,move + redirect,Channels > Push > Best practices,_docs/_user_guide/message_building_by_channel/push/best_practices.md,_docs/_user_guide/channels/push/best_practices.md,,yes,,
5 - Channels,Troubleshooting,,Not started,merge + redirect,Channels > Push > Troubleshooting,_docs/_user_guide/message_building_by_channel/push/troubleshooting.md,_docs/_user_guide/channels/push/troubleshooting.md,"Combine ""Common push error messages"" with this article",yes,,
5 - Channels,FAQs,,Not started,move + redirect,Channels > Push > FAQs,_docs/_user_guide/message_building_by_channel/push/faq.md,_docs/_user_guide/channels/push/faqs.md,,yes,,
5 - Channels,"SMS, MMS, and RCS",,Not started,move + redirect,"Channels > SMS, MMS, and RCS",_docs/_user_guide/message_building_by_channel/sms_mms_rcs.md,_docs/_user_guide/channels/sms_mms_and_rcs.md,landing page is an overview of the channel family,yes,,
5 - Channels,Message setup,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message setup",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/sms_setup.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_setup.md,,yes,,
5 - Channels,Compliance and deliverability,,Not started,create,"Channels > SMS, MMS, and RCS > Compliance and deliverability",,_docs/_user_guide/channels/sms_mms_and_rcs/compliance_and_deliverability.md,new landing page,no,,
5 - Channels,"Create an SMS, MMS, or RCS message",,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Create an SMS, MMS, or RCS message",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/rcs/create.md,_docs/_user_guide/channels/sms_mms_and_rcs/create_an_sms_mms_or_rcs_message.md,,yes,,
5 - Channels,Message features and optimization,,Not started,create,"Channels > SMS, MMS, and RCS > Message features and optimization",,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization.md,(auto-detected: new section landing page),no,,
5 - Channels,Link shortening,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message features and optimization > Link shortening",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/link_shortening.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/link_shortening.md,,yes,,
5 - Channels,Custom domains,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message features and optimization > Custom domains",_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/custom_domains.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/custom_domains.md,,yes,,
5 - Channels,Keyword processing,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message features and optimization > Keyword processing",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/keyword_processing.md,,yes,,
5 - Channels,User retargeting,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message features and optimization > User retargeting",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/retargeting.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/user_retargeting.md,,yes,,
5 - Channels,Bot click filtering,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Message features and optimization > Bot click filtering",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/bot_click_filtering.md,_docs/_user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/bot_click_filtering.md,,yes,,
5 - Channels,Billing calculator,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Billing calculator",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/segments.md,_docs/_user_guide/channels/sms_mms_and_rcs/billing_calculator.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > Reporting",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/campaign_analytics.md,_docs/_user_guide/channels/sms_mms_and_rcs/reporting.md,,yes,,
5 - Channels,FAQ,,Not started,move + redirect,"Channels > SMS, MMS, and RCS > FAQ",_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/faqs.md,_docs/_user_guide/channels/sms_mms_and_rcs/faq.md,,yes,,
5 - Channels,Webhooks,,Not started,move + redirect,Channels > Webhooks,_docs/_user_guide/message_building_by_channel/webhooks.md,_docs/_user_guide/channels/webhooks.md,landing page is an overview of the channel,yes,,
5 - Channels,Create a webhook,,Not started,move + redirect,Channels > Webhooks > Create a webhook,_docs/_user_guide/message_building_by_channel/webhooks/creating_a_webhook.md,_docs/_user_guide/channels/webhooks/create_a_webhook.md,,yes,,
5 - Channels,Templates,,Not started,move + redirect,Channels > Webhooks > Templates,_docs/_user_guide/message_building_by_channel/email/templates.md,_docs/_user_guide/channels/webhooks/templates.md,,yes,,
5 - Channels,Reporting,,Not started,move + redirect,Channels > Webhooks > Reporting,_docs/_user_guide/message_building_by_channel/webhooks/reporting.md,_docs/_user_guide/channels/webhooks/reporting.md,,yes,,
5 - Channels,Use case: Create a Braze-to-Braze webhook,,Not started,move + redirect,Channels > Webhooks > Use case: Create a Braze-to-Braze webhook,_docs/_user_guide/message_building_by_channel/webhooks/braze_to_braze_webhooks.md,_docs/_user_guide/channels/webhooks/use_case_create_a_braze_to_braze_webhook.md,,yes,,
5 - Channels,Use case: Create a lead-scoring workflow,,Not started,move + redirect,Channels > Webhooks > Use case: Create a lead-scoring workflow,_docs/_user_guide/brazeai/predictive_churn/use_case.md,_docs/_user_guide/channels/webhooks/use_case_create_a_lead_scoring_workflow.md,,yes,,
5 - Channels,WhatsApp,,Not started,move + redirect,Channels > WhatsApp,_docs/_user_guide/message_building_by_channel/whatsapp.md,_docs/_user_guide/channels/whatsapp.md,landing page is an overview of the channel,yes,,
